gene_id,sprot_Top_BLASTX_hit
TRINITY_DN229475_c0_g1,PYY_ANGJA
TRINITY_DN229488_c0_g1,SYEP_HUMAN
TRINITY_DN22949_c0_g1,MAPK5_HUMAN
TRINITY_DN2294_c0_g1,P2R3B_HUMAN
TRINITY_DN229500_c0_g1,NSD2_HUMAN
TRINITY_DN22950_c0_g1,GCFC2_HUMAN
TRINITY_DN229521_c0_g1,RB6I2_HUMAN
TRINITY_DN229549_c0_g1,TBK1_XENLA
TRINITY_DN229553_c0_g1,LORF2_HUMAN
TRINITY_DN229557_c0_g1,HYOU1_XENLA
TRINITY_DN229563_c0_g1,LORF2_HUMAN
TRINITY_DN229582_c0_g1,LORF2_HUMAN
TRINITY_DN229587_c0_g1,CLU_XENTR
TRINITY_DN22958_c3_g1,TM45B_XENTR
TRINITY_DN229599_c0_g1,LORF2_MOUSE
TRINITY_DN229600_c0_g1,MED1_XENTR
TRINITY_DN22960_c0_g1,ZC21C_RAT
TRINITY_DN229616_c0_g1,ESRP1_XENTR
TRINITY_DN229619_c0_g1,DC12A_XENLA
TRINITY_DN229627_c0_g1,CD36_MOUSE
TRINITY_DN229629_c0_g1,MYH9_MOUSE
TRINITY_DN22962_c0_g1,TNAP3_HUMAN
TRINITY_DN229643_c0_g1,SMC5_XENLA
TRINITY_DN229647_c0_g1,CEIP2_HUMAN
TRINITY_DN229657_c0_g1,HCAR3_HUMAN
TRINITY_DN229683_c0_g1,SRFB1_XENTR
TRINITY_DN22968_c0_g1,NDUF4_RAT
TRINITY_DN22969_c0_g1,KVM5_MOUSE
TRINITY_DN229702_c0_g1,ZBT43_HUMAN
TRINITY_DN229717_c0_g1,TBCD_CHICK
TRINITY_DN229718_c0_g1,CHIA_HUMAN
TRINITY_DN229741_c0_g1,VPS51_XENTR
TRINITY_DN229744_c0_g1,AEBP1_HUMAN
TRINITY_DN22974_c0_g1,ST1A1_HUMAN
TRINITY_DN229759_c0_g1,GPR87_HUMAN
TRINITY_DN229767_c0_g1,PCDA4_MOUSE
TRINITY_DN229774_c0_g1,ACACA_BOVIN
TRINITY_DN22977_c0_g1,CT096_HUMAN
TRINITY_DN22978_c0_g1,CLIC1_BOVIN
TRINITY_DN22978_c1_g1,CLIC1_HUMAN
TRINITY_DN22978_c2_g1,CLIC5_RAT
TRINITY_DN229790_c0_g1,ABCG2_HUMAN
TRINITY_DN229792_c0_g1,CSF3R_HUMAN
TRINITY_DN229794_c0_g1,PAX6_CHICK
TRINITY_DN229796_c0_g1,COGA1_HUMAN
TRINITY_DN229825_c0_g1,LORF2_MOUSE
TRINITY_DN229838_c0_g1,ACTHR_PAPHA
TRINITY_DN229861_c0_g1,MEP1B_MOUSE
TRINITY_DN22986_c0_g1,POL_COYMV
TRINITY_DN22986_c4_g1,YG31B_YEAST
TRINITY_DN229875_c0_g1,LIN1_NYCCO
TRINITY_DN229889_c0_g1,LORF2_HUMAN
TRINITY_DN229890_c0_g1,FINC_XENLA
TRINITY_DN229894_c0_g1,HXK2_PIG
TRINITY_DN22989_c0_g1,CK094_HUMAN
TRINITY_DN2298_c0_g1,SRGP1_MOUSE
TRINITY_DN229918_c0_g1,ARF6_DROME
TRINITY_DN229924_c0_g1,SUMO1_XENTR
TRINITY_DN229926_c0_g1,WAPL_MOUSE
TRINITY_DN229928_c0_g1,GNAI2_CHICK
TRINITY_DN22992_c0_g1,PDZ11_CHICK
TRINITY_DN22992_c0_g3,PDZ11_HUMAN
TRINITY_DN22992_c0_g4,PDZ11_DANRE
TRINITY_DN22992_c0_g5,PDZ11_DANRE
TRINITY_DN229956_c0_g1,LIN1_NYCCO
TRINITY_DN22995_c0_g1,CT194_HUMAN
TRINITY_DN22995_c0_g4,CT194_HUMAN
TRINITY_DN229972_c0_g1,RHBL4_RAT
TRINITY_DN229983_c0_g1,PYGL_BOVIN
TRINITY_DN229991_c0_g1,KDM3B_HUMAN
TRINITY_DN230000_c0_g1,TLK1_MOUSE
TRINITY_DN23001_c0_g1,MCA3_HUMAN
TRINITY_DN23001_c0_g2,MCA3_MOUSE
TRINITY_DN23001_c0_g3,MCA3_MOUSE
TRINITY_DN230044_c0_g1,KS6A3_HUMAN
TRINITY_DN230056_c0_g1,LORF2_MOUSE
TRINITY_DN230058_c0_g1,PCSK5_RAT
TRINITY_DN230063_c0_g1,LORF2_HUMAN
TRINITY_DN230064_c0_g1,SFR19_MOUSE
TRINITY_DN230078_c0_g1,LORF2_HUMAN
TRINITY_DN230084_c0_g1,MINT_HUMAN
TRINITY_DN23008_c1_g1,ZFAN5_HUMAN
TRINITY_DN2300_c0_g1,CSN2_RAT
TRINITY_DN2300_c0_g2,CSN2_RAT
TRINITY_DN230103_c0_g1,LRP2_RAT
TRINITY_DN23010_c0_g1,HNRPU_RAT
TRINITY_DN230115_c0_g1,LORF1_HUMAN
TRINITY_DN23011_c0_g1,YRDC_RAT
TRINITY_DN230123_c0_g1,IGSF3_XENLA
TRINITY_DN230125_c0_g1,SMC5_XENLA
TRINITY_DN230132_c0_g1,LORF2_MOUSE
TRINITY_DN23013_c0_g1,NNMT_HUMAN
TRINITY_DN23013_c0_g2,NNMT_HUMAN
TRINITY_DN230144_c0_g1,UBAD2_XENTR
TRINITY_DN230148_c0_g1,NEB2_RAT
TRINITY_DN230158_c0_g1,MEX3C_MOUSE
TRINITY_DN230161_c0_g1,TTBK2_MOUSE
TRINITY_DN230168_c0_g1,LORF2_HUMAN
TRINITY_DN23017_c0_g1,KAPCA_PIG
TRINITY_DN230182_c0_g1,APC_XENLA
TRINITY_DN2301_c0_g1,WASC3_XENLA
TRINITY_DN2301_c0_g2,DFI8A_XENLA
TRINITY_DN2301_c0_g3,WASC3_XENLA
TRINITY_DN230203_c0_g1,JADE2_HUMAN
TRINITY_DN230220_c0_g1,LDAH_CHICK
TRINITY_DN230231_c0_g1,LORF2_HUMAN
TRINITY_DN230236_c0_g1,KMT2D_HUMAN
TRINITY_DN23023_c0_g1,CAC1A_MOUSE
TRINITY_DN230245_c0_g1,TTLL4_HUMAN
TRINITY_DN230256_c0_g1,CC186_PONAB
TRINITY_DN230262_c0_g1,AN13A_HUMAN
TRINITY_DN230263_c0_g1,TRNT1_HUMAN
TRINITY_DN230269_c0_g1,NXP20_HUMAN
TRINITY_DN23027_c0_g1,CEP57_MOUSE
TRINITY_DN23029_c0_g1,RUVB1_XENLA
TRINITY_DN23029_c0_g2,RUVB1_RAT
TRINITY_DN23029_c1_g1,MYSS_CYPCA
TRINITY_DN23029_c2_g1,MYH8_RAT
TRINITY_DN2302_c0_g1,MRGRD_MACFA
TRINITY_DN230300_c0_g1,TRAF2_MOUSE
TRINITY_DN23031_c0_g1,ERIC3_HUMAN
TRINITY_DN23032_c0_g1,PCDGE_PANTR
TRINITY_DN23032_c1_g1,PCDGD_PANTR
TRINITY_DN230333_c0_g1,YMEL1_MOUSE
TRINITY_DN230347_c0_g1,PPBT_CHICK
TRINITY_DN23034_c0_g1,LORF2_MOUSE
TRINITY_DN230355_c0_g1,LORF2_HUMAN
TRINITY_DN23035_c0_g1,MMS19_XENLA
TRINITY_DN230366_c0_g1,CLPT1_DANRE
TRINITY_DN230370_c0_g1,ATLA2_XENLA
TRINITY_DN2303_c2_g1,CLIP4_HUMAN
TRINITY_DN230411_c0_g1,LORF2_MOUSE
TRINITY_DN230412_c0_g1,K1841_XENLA
TRINITY_DN230416_c0_g1,SIK1_HUMAN
TRINITY_DN230418_c0_g1,NRP2_HUMAN
TRINITY_DN23043_c0_g2,ESCO1_HUMAN
TRINITY_DN230462_c0_g1,SNPC3_RAT
TRINITY_DN230465_c0_g1,BHE23_MOUSE
TRINITY_DN230473_c0_g1,LIN1_NYCCO
TRINITY_DN230475_c0_g1,CLA1B_XENLA
TRINITY_DN230478_c0_g1,LORF2_MOUSE
TRINITY_DN230482_c0_g1,RGS8_MOUSE
TRINITY_DN23048_c0_g1,POL_BAEVM
TRINITY_DN230499_c0_g1,LORF2_HUMAN
TRINITY_DN230500_c0_g1,LIN1_NYCCO
TRINITY_DN230504_c0_g1,LIN1_NYCCO
TRINITY_DN230525_c0_g1,RFXAP_HUMAN
TRINITY_DN23052_c0_g1,ZO22_XENLA
TRINITY_DN230567_c0_g1,LAMB1_HUMAN
TRINITY_DN230579_c0_g1,NPTX2_MOUSE
TRINITY_DN230588_c0_g1,C1QRF_MOUSE
TRINITY_DN23058_c0_g1,ERN1_MOUSE
TRINITY_DN23058_c0_g4,ERN1_HUMAN
TRINITY_DN23058_c0_g5,ERN1_HUMAN
TRINITY_DN230597_c0_g1,LRC8D_HUMAN
TRINITY_DN230598_c0_g1,FGF20_HUMAN
TRINITY_DN23059_c0_g1,FAKD5_MOUSE
TRINITY_DN23059_c0_g2,RNF37_HUMAN
TRINITY_DN2305_c0_g1,CCPG1_PONAB
TRINITY_DN2305_c0_g2,CCPG1_PONAB
TRINITY_DN230618_c0_g1,DESP_MOUSE
TRINITY_DN230620_c0_g1,NNTM_MOUSE
TRINITY_DN230635_c0_g1,GNAO_XENLA
TRINITY_DN230639_c0_g1,LIN1_NYCCO
TRINITY_DN230640_c0_g1,HIP1R_HUMAN
TRINITY_DN23064_c0_g1,ZG9_XENLA
TRINITY_DN230657_c0_g1,LORF2_HUMAN
TRINITY_DN23065_c0_g1,ADCK1_XENTR
TRINITY_DN23065_c0_g2,ADCK1_HUMAN
TRINITY_DN230660_c0_g1,NEBU_HUMAN
TRINITY_DN230668_c0_g1,UBR4_HUMAN
TRINITY_DN230682_c0_g1,LORF2_MOUSE
TRINITY_DN23072_c1_g1,OTOF_DANRE
TRINITY_DN230738_c0_g1,PTPRD_MOUSE
TRINITY_DN23074_c0_g1,ACADS_RAT
TRINITY_DN23074_c0_g2,ACADS_PONAB
TRINITY_DN23074_c0_g3,ACADS_RAT
TRINITY_DN230773_c0_g1,LORF2_HUMAN
TRINITY_DN230776_c0_g1,LORF2_MOUSE
TRINITY_DN23077_c0_g1,ATG1C_ARATH
TRINITY_DN230781_c0_g1,LORF2_HUMAN
TRINITY_DN23078_c0_g1,NPAT_XENLA
TRINITY_DN230792_c0_g1,ARMD3_XENLA
TRINITY_DN230797_c0_g1,ATX1L_MOUSE
TRINITY_DN230802_c0_g1,DPOL_HPBDB
TRINITY_DN230813_c0_g1,HUWE1_MOUSE
TRINITY_DN230814_c0_g1,HERC6_MOUSE
TRINITY_DN230864_c0_g1,TM238_MOUSE
TRINITY_DN23086_c1_g1,PPARG_CANLF
TRINITY_DN230878_c0_g1,RHG07_BOVIN
TRINITY_DN23088_c0_g1,GLO2_XENTR
TRINITY_DN23088_c0_g3,GLO2_XENTR
TRINITY_DN230900_c0_g1,TTC8_HUMAN
TRINITY_DN230910_c0_g1,LAMB1_HUMAN
TRINITY_DN230916_c0_g1,1433B_CHICK
TRINITY_DN230921_c0_g1,LORF2_HUMAN
TRINITY_DN230927_c0_g1,CF251_PONAB
TRINITY_DN230928_c0_g1,CLIP2_HUMAN
TRINITY_DN23096_c0_g1,TP4A3_HUMAN
TRINITY_DN23096_c0_g2,TP4A3_HUMAN
TRINITY_DN230975_c0_g1,SETB1_XENLA
TRINITY_DN23098_c0_g1,ACM4_XENLA
TRINITY_DN2309_c14_g1,S26A4_RAT
TRINITY_DN2309_c4_g2,ABL2_HUMAN
TRINITY_DN2309_c7_g1,ABL1_MOUSE
TRINITY_DN231004_c0_g1,K1109_HUMAN
TRINITY_DN231015_c0_g1,EYA2_MOUSE
TRINITY_DN231040_c0_g1,FAT3_MOUSE
TRINITY_DN231049_c0_g1,PLCB3_HUMAN
TRINITY_DN231055_c0_g1,KT5BA_XENLA
TRINITY_DN231058_c0_g1,PTN13_HUMAN
TRINITY_DN23107_c0_g1,DAAM2_CHICK
TRINITY_DN23108_c2_g1,SHL2A_HUMAN
TRINITY_DN231095_c0_g1,RTCB_PAPAN
TRINITY_DN231101_c0_g1,AVL9_HUMAN
TRINITY_DN231105_c0_g1,MAFK_CHICK
TRINITY_DN23111_c0_g1,MEIOB_MACFA
TRINITY_DN231120_c0_g1,TNR6C_HUMAN
TRINITY_DN231127_c0_g1,IF2M_MOUSE
TRINITY_DN231134_c0_g1,TAF6_XENLA
TRINITY_DN231136_c0_g1,ZN704_HUMAN
TRINITY_DN231160_c0_g1,TRI13_RAT
TRINITY_DN231166_c0_g1,DLG3_RAT
TRINITY_DN23118_c0_g1,GBP3_HUMAN
TRINITY_DN231198_c0_g1,SSH2_HUMAN
TRINITY_DN231199_c0_g1,ITGBL_XENLA
TRINITY_DN2311_c2_g1,IL23R_MOUSE
TRINITY_DN231216_c0_g1,LORF2_MOUSE
TRINITY_DN23122_c0_g1,ZN568_HUMAN
TRINITY_DN231246_c0_g1,LORF2_HUMAN
TRINITY_DN231255_c0_g1,EFHD2_HUMAN
TRINITY_DN231256_c0_g1,ARMC6_MOUSE
TRINITY_DN231257_c0_g1,LORF2_MOUSE
TRINITY_DN231265_c0_g1,PRR12_MOUSE
TRINITY_DN231266_c0_g1,CO6A4_MOUSE
TRINITY_DN231272_c0_g1,MTOR_RAT
TRINITY_DN231274_c0_g1,ITPR3_MOUSE
TRINITY_DN231276_c0_g1,RHG35_XENLA
TRINITY_DN23127_c0_g2,GCC1_HUMAN
TRINITY_DN231289_c0_g1,NEBU_HUMAN
TRINITY_DN23128_c0_g1,CENPV_HUMAN
TRINITY_DN231292_c0_g1,TRI14_HUMAN
TRINITY_DN231295_c0_g1,RNH2C_HUMAN
TRINITY_DN231296_c0_g1,LORF2_HUMAN
TRINITY_DN231298_c0_g1,DHB7_RAT
TRINITY_DN2312_c0_g1,PLPL2_RAT
TRINITY_DN231315_c0_g1,KIRR1_HUMAN
TRINITY_DN231319_c0_g1,RFX6_DANRE
TRINITY_DN231328_c0_g1,TITIN_HUMAN
TRINITY_DN231331_c0_g1,RHG35_XENLA
TRINITY_DN231338_c0_g1,PAX9_SAGOE
TRINITY_DN231347_c0_g1,BI2L2_BOVIN
TRINITY_DN231364_c0_g1,GRIA4_MACFA
TRINITY_DN231372_c0_g1,LORF2_HUMAN
TRINITY_DN23137_c0_g1,CDK17_HUMAN
TRINITY_DN23137_c0_g2,CDK17_HUMAN
TRINITY_DN231390_c0_g1,LORF2_HUMAN
TRINITY_DN231392_c0_g1,CAND1_PONAB
TRINITY_DN231394_c0_g1,DEN4B_MOUSE
TRINITY_DN231396_c0_g1,PUR1_RAT
TRINITY_DN231404_c0_g1,GPM6B_MOUSE
TRINITY_DN231409_c0_g1,NRX2A_HUMAN
TRINITY_DN231410_c0_g1,KLH28_HUMAN
TRINITY_DN231417_c0_g1,LORF2_HUMAN
TRINITY_DN23141_c0_g1,RET3_XENLA
TRINITY_DN23141_c2_g1,RET3_XENLA
TRINITY_DN231439_c0_g1,LYST_MOUSE
TRINITY_DN231446_c0_g1,BLMH_HUMAN
TRINITY_DN23144_c0_g1,SMUG1_XENLA
TRINITY_DN231455_c0_g1,LORF2_MOUSE
TRINITY_DN231498_c0_g1,LORF2_HUMAN
TRINITY_DN231499_c0_g1,SCD1_TACFU
TRINITY_DN2314_c0_g1,SAX_LITCT
TRINITY_DN2314_c0_g2,SAX_LITCT
TRINITY_DN231506_c0_g1,PDCL3_DANRE
TRINITY_DN231508_c0_g1,RSPRY_MOUSE
TRINITY_DN231509_c0_g1,EXC6B_HUMAN
TRINITY_DN23150_c0_g1,KITH_CHICK
TRINITY_DN231534_c0_g1,CAPS1_XENLA
TRINITY_DN231550_c0_g1,LIN1_NYCCO
TRINITY_DN231551_c0_g1,ATRN1_HUMAN
TRINITY_DN23156_c0_g1,USBP1_MOUSE
TRINITY_DN231584_c0_g1,GMPR2_MOUSE
TRINITY_DN23159_c0_g1,HS30C_XENLA
TRINITY_DN2315_c0_g1,WBP2_HUMAN
TRINITY_DN2315_c1_g1,ERAP1_HUMAN
TRINITY_DN231607_c0_g1,INT2_HUMAN
TRINITY_DN231612_c0_g1,LRC4B_HUMAN
TRINITY_DN231613_c0_g1,GCP2_MOUSE
TRINITY_DN231615_c0_g1,CRO_RANTE
TRINITY_DN231620_c0_g1,GRM6_RABIT
TRINITY_DN231626_c0_g1,UBR4_RAT
TRINITY_DN23163_c0_g1,CXL10_BOVIN
TRINITY_DN231659_c0_g1,FR1L6_HUMAN
TRINITY_DN23165_c0_g1,AQP8_RAT
TRINITY_DN23166_c0_g1,LMLN_MOUSE
TRINITY_DN23169_c0_g1,MTP_PIG
TRINITY_DN23170_c0_g1,YJU2_MOUSE
TRINITY_DN23171_c0_g1,TEP1_HUMAN
TRINITY_DN231728_c0_g1,MTMRC_RAT
TRINITY_DN23173_c5_g1,LRN4L_MOUSE
TRINITY_DN231743_c0_g1,LIN1_NYCCO
TRINITY_DN23174_c0_g4,KCMF1_XENLA
TRINITY_DN231752_c0_g1,CCNA2_XENLA
TRINITY_DN23175_c0_g1,T132B_HUMAN
TRINITY_DN231783_c0_g1,LORF2_HUMAN
TRINITY_DN231786_c0_g1,MF1LB_XENLA
TRINITY_DN231793_c0_g1,SPTB1_HUMAN
TRINITY_DN231797_c0_g1,MUG1_MOUSE
TRINITY_DN231812_c0_g1,LORF2_HUMAN
TRINITY_DN23182_c1_g1,ZG66_XENLA
TRINITY_DN23182_c1_g2,ZO84_XENLA
TRINITY_DN23182_c1_g3,ZO84_XENLA
TRINITY_DN23182_c1_g4,ZO84_XENLA
TRINITY_DN23182_c1_g5,ZG66_XENLA
TRINITY_DN23182_c3_g1,ZO84_XENLA
TRINITY_DN231843_c0_g1,FBX24_MOUSE
TRINITY_DN231844_c0_g1,MGMT_CRIGR
TRINITY_DN23184_c0_g1,NKPD1_HUMAN
TRINITY_DN231850_c0_g1,LIN1_NYCCO
TRINITY_DN231856_c0_g1,PSD11_XENTR
TRINITY_DN23185_c0_g1,ECD_MOUSE
TRINITY_DN23185_c0_g3,ECD_HUMAN
TRINITY_DN23186_c0_g1,DPH6_MOUSE
TRINITY_DN231887_c0_g1,MTMR5_MOUSE
TRINITY_DN231890_c0_g1,PGBM_HUMAN
TRINITY_DN2318_c0_g1,BORG1_RAT
TRINITY_DN2318_c0_g2,TMTC2_XENLA
TRINITY_DN2318_c0_g5,BORG1_MOUSE
TRINITY_DN23190_c1_g1,TXLNB_CHICK
TRINITY_DN23190_c1_g2,TXLNB_CHICK
TRINITY_DN23191_c0_g1,T132C_HUMAN
TRINITY_DN23191_c2_g1,FIGLA_HUMAN
TRINITY_DN231934_c0_g1,SYLM_HUMAN
TRINITY_DN231948_c0_g1,LRP5_MOUSE
TRINITY_DN23194_c0_g1,RBM44_BOVIN
TRINITY_DN231950_c0_g1,SOS1_MOUSE
TRINITY_DN231955_c0_g1,FBXW2_MOUSE
TRINITY_DN231967_c0_g1,MTMRE_HUMAN
TRINITY_DN23196_c0_g1,CO6A6_HUMAN
TRINITY_DN23197_c0_g1,FEV_DANRE
TRINITY_DN23197_c0_g2,FLI1_BOVIN
TRINITY_DN23197_c0_g3,FLI1_BOVIN
TRINITY_DN23197_c1_g1,ETV3L_HUMAN
TRINITY_DN23197_c1_g2,ETV3_MOUSE
TRINITY_DN23197_c1_g3,ETV3_PANPA
TRINITY_DN231982_c0_g1,STK24_MOUSE
TRINITY_DN23199_c0_g1,FA53A_CHICK
TRINITY_DN231_c0_g1,RBM39_PONAB
TRINITY_DN232015_c0_g1,CAD12_MOUSE
TRINITY_DN23202_c0_g1,PRDM9_MOUSE
TRINITY_DN23202_c1_g1,ZNF22_BOVIN
TRINITY_DN23203_c0_g1,PRDM9_MOUSE
TRINITY_DN23203_c1_g1,ZO71_XENLA
TRINITY_DN232047_c0_g1,TM9S4_MOUSE
TRINITY_DN232093_c0_g1,RECK_CHICK
TRINITY_DN2320_c0_g1,PDE12_BOVIN
TRINITY_DN2320_c0_g2,PDE12_BOVIN
TRINITY_DN232110_c0_g1,DHB3_RAT
TRINITY_DN232120_c0_g1,LIN1_NYCCO
TRINITY_DN232122_c0_g1,LORF2_HUMAN
TRINITY_DN232128_c0_g1,GT2D2_BOVIN
TRINITY_DN232135_c0_g1,TIFA_XENTR
TRINITY_DN232136_c0_g1,SBNO2_BOVIN
TRINITY_DN232139_c0_g1,SC6A9_XENLA
TRINITY_DN23213_c0_g1,UNC4_DANRE
TRINITY_DN232142_c0_g1,LYRM9_XENTR
TRINITY_DN232164_c0_g1,SAMD9_HUMAN
TRINITY_DN232190_c0_g1,LORF2_MOUSE
TRINITY_DN232195_c0_g1,U2AF1_PIG
TRINITY_DN23219_c0_g1,SESQ1_HUMAN
TRINITY_DN2321_c0_g1,LEG8_MOUSE
TRINITY_DN232203_c0_g1,LIN1_NYCCO
TRINITY_DN23220_c0_g1,TP4A1_RAT
TRINITY_DN232238_c0_g1,MCM6M_XENTR
TRINITY_DN232252_c0_g1,NOG1_RAT
TRINITY_DN23226_c0_g1,ZNF22_BOVIN
TRINITY_DN232282_c0_g1,WDR4_XENTR
TRINITY_DN232284_c0_g1,LORF2_HUMAN
TRINITY_DN232291_c0_g1,LORF2_MOUSE
TRINITY_DN2322_c0_g1,CGL_HUMAN
TRINITY_DN2322_c3_g1,CGL_RAT
TRINITY_DN232316_c0_g1,NR1I2_HUMAN
TRINITY_DN232321_c0_g1,CAST1_HUMAN
TRINITY_DN23232_c0_g1,HES5_RAT
TRINITY_DN23232_c1_g1,OTOG_MOUSE
TRINITY_DN23232_c2_g1,ALX4_BOVIN
TRINITY_DN23233_c0_g1,PRS54_MOUSE
TRINITY_DN23234_c3_g1,DYHC1_HUMAN
TRINITY_DN23234_c4_g1,DYHC1_MOUSE
TRINITY_DN232366_c0_g1,CAMKV_DANRE
TRINITY_DN23236_c0_g1,RSAD2_BOVIN
TRINITY_DN232395_c0_g1,GRM7_PONAB
TRINITY_DN232401_c0_g1,MTRAB_XENLA
TRINITY_DN232423_c0_g1,EZRI_RABIT
TRINITY_DN232427_c0_g1,INKA2_MOUSE
TRINITY_DN232464_c0_g1,ABCA3_MOUSE
TRINITY_DN23246_c0_g1,CMKMT_XENLA
TRINITY_DN23247_c0_g1,ZFP27_MOUSE
TRINITY_DN232488_c0_g1,EFC14_HUMAN
TRINITY_DN2324_c0_g1,P3C2B_HUMAN
TRINITY_DN232500_c0_g1,KCA10_CHICK
TRINITY_DN232504_c0_g1,PKP1_HUMAN
TRINITY_DN232522_c0_g1,RK_RAT
TRINITY_DN232523_c0_g1,OSBP1_MOUSE
TRINITY_DN232531_c0_g1,LORF2_MOUSE
TRINITY_DN232561_c0_g1,RBBP6_HUMAN
TRINITY_DN232569_c0_g1,EGR4_MOUSE
TRINITY_DN232571_c0_g1,ANR37_XENTR
TRINITY_DN232574_c0_g1,CCD81_RAT
TRINITY_DN232615_c0_g1,CAD13_CHICK
TRINITY_DN232620_c0_g1,DAA1A_XENLA
TRINITY_DN232632_c0_g1,P2RY2_RAT
TRINITY_DN232638_c0_g1,RET1_BOVIN
TRINITY_DN232661_c0_g1,KIBRA_XENTR
TRINITY_DN232686_c0_g1,AKAP9_HUMAN
TRINITY_DN232688_c0_g1,MPDZ_RAT
TRINITY_DN23268_c1_g1,ZN300_HUMAN
TRINITY_DN23268_c2_g1,XFIN_XENLA
TRINITY_DN23268_c3_g1,ZKSC1_HUMAN
TRINITY_DN23268_c3_g2,ZG71_XENLA
TRINITY_DN232718_c0_g1,TAF1_MESAU
TRINITY_DN23272_c0_g2,TM251_XENTR
TRINITY_DN232749_c0_g1,PINLY_MOUSE
TRINITY_DN232754_c0_g1,FTM_MOUSE
TRINITY_DN232757_c0_g1,MARE2_XENLA
TRINITY_DN23276_c0_g2,AIPL1_HUMAN
TRINITY_DN23278_c0_g1,H90A1_DANRE
TRINITY_DN23278_c1_g1,HS90A_RABIT
TRINITY_DN23278_c3_g1,HS90A_CHICK
TRINITY_DN23278_c4_g1,HS90A_MOUSE
TRINITY_DN232799_c0_g1,LIN1_NYCCO
TRINITY_DN2327_c0_g1,DCTN3_BOVIN
TRINITY_DN2327_c0_g3,DCTN3_BOVIN
TRINITY_DN2327_c0_g4,DCTN3_BOVIN
TRINITY_DN232819_c0_g1,LIN1_NYCCO
TRINITY_DN23281_c0_g1,SPICE_XENLA
TRINITY_DN232823_c0_g1,PAXI_CHICK
TRINITY_DN232824_c0_g1,LORF2_HUMAN
TRINITY_DN232828_c0_g1,SRSF1_XENTR
TRINITY_DN232830_c0_g1,PLXD1_MOUSE
TRINITY_DN232844_c0_g1,CHST5_MOUSE
TRINITY_DN232865_c0_g1,CREB1_BOVIN
TRINITY_DN232884_c0_g1,PK3CA_HUMAN
TRINITY_DN23288_c0_g1,RBP_DRONO
TRINITY_DN232909_c0_g1,PARVA_HUMAN
TRINITY_DN23290_c0_g1,URGCP_MOUSE
TRINITY_DN23290_c0_g2,CARD6_HUMAN
TRINITY_DN232916_c0_g1,VP13A_HUMAN
TRINITY_DN232919_c0_g1,MACOI_MOUSE
TRINITY_DN232924_c0_g1,TTI2_HUMAN
TRINITY_DN232925_c0_g1,PTH2_HUMAN
TRINITY_DN23292_c0_g1,ZN484_HUMAN
TRINITY_DN232941_c0_g1,DCK_RAT
TRINITY_DN23296_c0_g1,ZG66_XENLA
TRINITY_DN2329_c0_g1,KDM4A_MOUSE
TRINITY_DN232_c0_g1,DHX9_XENLA
TRINITY_DN233004_c0_g1,CR025_MOUSE
TRINITY_DN233022_c0_g1,CNTP4_HUMAN
TRINITY_DN233028_c0_g1,TUT7_HUMAN
TRINITY_DN23302_c0_g1,C3AR_ONCMY
TRINITY_DN233050_c0_g1,PGSC2_DROSI
TRINITY_DN23306_c0_g1,S38A1_RAT
TRINITY_DN23308_c0_g1,ECE2_BOVIN
TRINITY_DN233095_c0_g1,ENC1_HUMAN
TRINITY_DN2330_c0_g1,ARFG3_MOUSE
TRINITY_DN233113_c0_g1,S6A17_HUMAN
TRINITY_DN233128_c0_g1,HERC2_HUMAN
TRINITY_DN233150_c0_g1,USE1_DANRE
TRINITY_DN23315_c0_g1,RPA1_HUMAN
TRINITY_DN23318_c0_g1,FA83A_XENLA
TRINITY_DN233190_c0_g1,LORF2_MOUSE
TRINITY_DN233206_c0_g1,LORF2_HUMAN
TRINITY_DN233209_c0_g1,PLK5_HUMAN
TRINITY_DN23321_c0_g1,ANR45_HUMAN
TRINITY_DN233228_c0_g1,CO4A2_HUMAN
TRINITY_DN233238_c0_g1,GAK_MOUSE
TRINITY_DN233272_c0_g1,HXK4_MOUSE
TRINITY_DN233280_c0_g1,GRIA4_MACFA
TRINITY_DN23329_c0_g1,APEX2_BOVIN
TRINITY_DN2332_c0_g2,RS25_SHEEP
TRINITY_DN2332_c0_g3,RS25_SHEEP
TRINITY_DN233317_c0_g1,MGAP_MOUSE
TRINITY_DN233319_c0_g1,VP13A_HUMAN
TRINITY_DN23331_c0_g1,SPXN2_HUMAN
TRINITY_DN23333_c0_g1,BRAT1_MOUSE
TRINITY_DN233345_c0_g1,TF29_SCHPO
TRINITY_DN233349_c0_g1,GP173_DANRE
TRINITY_DN23337_c1_g1,KCNE2_RAT
TRINITY_DN23337_c1_g2,AGAP2_RAT
TRINITY_DN233382_c0_g1,SUV91_XENLA
TRINITY_DN2333_c0_g1,SASB_ANAPL
TRINITY_DN2333_c0_g2,EST2E_MOUSE
TRINITY_DN2333_c0_g3,SASB_ANAPL
TRINITY_DN2333_c1_g1,EST2E_MOUSE
TRINITY_DN233402_c0_g1,LORF2_MOUSE
TRINITY_DN233409_c0_g1,RLP24_DANRE
TRINITY_DN233414_c0_g1,KCNK1_PONAB
TRINITY_DN233438_c0_g1,PPR21_CHICK
TRINITY_DN23343_c0_g1,LANC3_HUMAN
TRINITY_DN23343_c0_g2,LANC3_MOUSE
TRINITY_DN233441_c0_g1,KLH40_XENTR
TRINITY_DN233447_c0_g1,CSN3_RAT
